m,TagName,
"2016-11-01 00:00:00","javascript","20470"
"2016-11-01 00:00:00","perl","368"
"2016-11-01 00:00:00","php","11906"
"2016-11-01 00:00:00","python","14153"
"2016-11-01 00:00:00","r","3556"
"2016-11-01 00:00:00","ruby","1753"
"2016-11-01 00:00:00","swift","4357"
"2016-12-01 00:00:00","assembly","312"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10663"
"2016-12-01 00:00:00","c++","5212"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13812"
"2016-12-01 00:00:00","javascript","19755"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11429"
"2016-12-01 00:00:00","python","13012"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3923"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2753"
"2017-01-01 00:00:00","c#","11671"
"2017-01-01 00:00:00","c++","5636"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14528"
"2017-01-01 00:00:00","javascript","21356"
"2017-01-01 00:00:00","perl","324"
"2017-01-01 00:00:00","php","12565"
"2017-01-01 00:00:00","python","14234"
"2017-01-01 00:00:00","r","3484"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4331"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11464"
"2017-02-01 00:00:00","c++","5156"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14527"
"2017-02-01 00:00:00","javascript","21156"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12442"
"2017-02-01 00:00:00","python","14745"
"2017-02-01 00:00:00","r","3674"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","swift","4046"
"2017-03-01 00:00:00","assembly","370"
"2017-03-01 00:00:00","c","2960"
"2017-03-01 00:00:00","c#","12966"
"2017-03-01 00:00:00","c++","6211"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17270"
"2017-03-01 00:00:00","javascript","23650"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13967"
"2017-03-01 00:00:00","python","17092"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4604"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2848"
"2017-04-01 00:00:00","c#","11071"
"2017-04-01 00:00:00","c++","5865"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15890"
"2017-04-01 00:00:00","javascript","21192"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12344"
"2017-04-01 00:00:00","python","15611"
"2017-04-01 00:00:00","r","4260"
"2017-04-01 00:00:00","ruby","1485"
"2017-04-01 00:00:00","swift","3905"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11958"
"2017-05-01 00:00:00","c++","5290"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","582"
"2017-05-01 00:00:00","java","16300"
"2017-05-01 00:00:00","javascript","22348"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12986"
"2017-05-01 00:00:00","python","16147"
"2017-05-01 00:00:00","r","4310"
"2017-05-01 00:00:00","ruby","1517"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2342"
"2017-06-01 00:00:00","c#","11280"
"2017-06-01 00:00:00","c++","4669"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14588"
"2017-06-01 00:00:00","javascript","21534"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11694"
"2017-06-01 00:00:00","python","15977"
"2017-06-01 00:00:00","r","4441"
"2017-06-01 00:00:00","ruby","1414"
"2017-06-01 00:00:00","swift","4189"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11186"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14088"
"2017-07-01 00:00:00","javascript","21562"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11701"
"2017-07-01 00:00:00","python","16870"
"2017-07-01 00:00:00","r","4574"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4342"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2039"
"2017-08-01 00:00:00","c#","10934"
"2017-08-01 00:00:00","c++","4778"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","606"
"2017-08-01 00:00:00","java","13725"
"2017-08-01 00:00:00","javascript","21291"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11586"
"2017-08-01 00:00:00","python","16451"
"2017-08-01 00:00:00","r","4561"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4170"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2095"
"2017-09-01 00:00:00","c#","9853"
"2017-09-01 00:00:00","c++","4457"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","543"
"2017-09-01 00:00:00","java","12726"
"2017-09-01 00:00:00","javascript","18931"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10643"
"2017-09-01 00:00:00","python","15419"
"2017-09-01 00:00:00","r","4218"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","330"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10208"
"2017-10-01 00:00:00","c++","5208"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13970"
"2017-10-01 00:00:00","javascript","19797"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10775"
"2017-10-01 00:00:00","python","16905"
"2017-10-01 00:00:00","r","4539"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3887"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2944"
"2017-11-01 00:00:00","c#","9764"
"2017-11-01 00:00:00","c++","5026"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14142"
"2017-11-01 00:00:00","javascript","19361"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10540"
"2017-11-01 00:00:00","python","16929"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8576"
"2017-12-01 00:00:00","c++","4450"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11953"
"2017-12-01 00:00:00","javascript","16919"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9083"
"2017-12-01 00:00:00","python","14888"
"2017-12-01 00:00:00","r","3712"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2209"
"2018-01-01 00:00:00","c#","9353"
"2018-01-01 00:00:00","c++","4740"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12320"
"2018-01-01 00:00:00","javascript","18854"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10059"
"2018-01-01 00:00:00","python","16192"
"2018-01-01 00:00:00","r","4196"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3736"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","c#","8560"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12005"
"2018-02-01 00:00:00","javascript","17191"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9084"
"2018-02-01 00:00:00","python","16271"
"2018-02-01 00:00:00","r","4500"
"2018-02-01 00:00:00","ruby","1029"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9772"
"2018-03-01 00:00:00","c++","5169"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13527"
"2018-03-01 00:00:00","javascript","19102"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9790"
"2018-03-01 00:00:00","python","17865"
"2018-03-01 00:00:00","r","5097"
"2018-03-01 00:00:00","ruby","1060"
"2018-03-01 00:00:00","swift","4039"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2180"
"2018-04-01 00:00:00","c#","9213"
"2018-04-01 00:00:00","c++","4656"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13448"
"2018-04-01 00:00:00","javascript","17912"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8895"
"2018-04-01 00:00:00","python","16930"
"2018-04-01 00:00:00","r","4726"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3561"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2362"
"2018-05-01 00:00:00","c#","9900"
"2018-05-01 00:00:00","c++","4677"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13433"
"2018-05-01 00:00:00","javascript","18027"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9408"
"2018-05-01 00:00:00","python","17543"
"2018-05-01 00:00:00","r","4727"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","204"
"2018-06-01 00:00:00","c","1829"
"2018-06-01 00:00:00","c#","8766"
"2018-06-01 00:00:00","c++","4085"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","672"
"2018-06-01 00:00:00","java","11759"
"2018-06-01 00:00:00","javascript","17149"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8402"
"2018-06-01 00:00:00","python","16769"
"2018-06-01 00:00:00","r","4478"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3132"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1595"
"2018-07-01 00:00:00","c#","9382"
"2018-07-01 00:00:00","c++","3903"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11714"
"2018-07-01 00:00:00","javascript","17773"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8521"
"2018-07-01 00:00:00","python","17901"
"2018-07-01 00:00:00","r","4401"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3660"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9457"
"2018-08-01 00:00:00","c++","3896"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11277"
"2018-08-01 00:00:00","javascript","17817"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8465"
"2018-08-01 00:00:00","python","17708"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3561"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1829"
"2018-09-01 00:00:00","c#","8340"
"2018-09-01 00:00:00","c++","3732"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10684"
"2018-09-01 00:00:00","javascript","15965"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7639"
"2018-09-01 00:00:00","python","15986"
"2018-09-01 00:00:00","r","3748"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2439"
"2018-10-01 00:00:00","c#","9314"
"2018-10-01 00:00:00","c++","4295"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12466"
"2018-10-01 00:00:00","javascript","17363"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8112"
"2018-10-01 00:00:00","python","18110"
"2018-10-01 00:00:00","r","4349"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2514"
"2018-11-01 00:00:00","c#","8447"
"2018-11-01 00:00:00","c++","4329"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11663"
"2018-11-01 00:00:00","javascript","16135"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7048"
"2018-11-01 00:00:00","python","17976"
"2018-11-01 00:00:00","r","4217"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2186"
"2018-12-01 00:00:00","c#","7521"
"2018-12-01 00:00:00","c++","3543"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10412"
"2018-12-01 00:00:00","javascript","14227"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6195"
"2018-12-01 00:00:00","python","15692"
"2018-12-01 00:00:00","r","3394"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2274"
"2019-01-01 00:00:00","c#","8722"
"2019-01-01 00:00:00","c++","3899"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","652"
"2019-01-01 00:00:00","java","10989"
"2019-01-01 00:00:00","javascript","15985"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7142"
"2019-01-01 00:00:00","python","16911"
"2019-01-01 00:00:00","r","3939"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2896"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2048"
"2019-02-01 00:00:00","c#","8322"
"2019-02-01 00:00:00","c++","3721"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10953"
"2019-02-01 00:00:00","javascript","15638"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7242"
"2019-02-01 00:00:00","python","17489"
"2019-02-01 00:00:00","r","4239"
"2019-02-01 00:00:00","ruby","785"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8933"
"2019-03-01 00:00:00","c++","4413"
"2019-03-01 00:00:00","delphi","185"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","11998"
"2019-03-01 00:00:00","javascript","17281"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7750"
"2019-03-01 00:00:00","python","19850"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2937"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2421"
"2019-04-01 00:00:00","c#","9081"
"2019-04-01 00:00:00","c++","4365"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11126"
"2019-04-01 00:00:00","javascript","16116"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7147"
"2019-04-01 00:00:00","python","19783"
"2019-04-01 00:00:00","r","4592"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3060"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2086"
"2019-05-01 00:00:00","c#","8997"
"2019-05-01 00:00:00","c++","4117"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11039"
"2019-05-01 00:00:00","javascript","16090"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6924"
"2019-05-01 00:00:00","python","18861"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3093"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1722"
"2019-06-01 00:00:00","c#","7576"
"2019-06-01 00:00:00","c++","3633"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9596"
"2019-06-01 00:00:00","javascript","14764"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5987"
"2019-06-01 00:00:00","python","17183"
"2019-06-01 00:00:00","r","3939"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3079"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8416"
"2019-07-01 00:00:00","c++","4253"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10798"
"2019-07-01 00:00:00","javascript","16085"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6630"
"2019-07-01 00:00:00","python","19703"
"2019-07-01 00:00:00","r","4193"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3031"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1545"
"2019-08-01 00:00:00","c#","7684"
"2019-08-01 00:00:00","c++","3280"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9052"
"2019-08-01 00:00:00","javascript","15167"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5807"
"2019-08-01 00:00:00","python","17993"
"2019-08-01 00:00:00","r","3949"
"2019-08-01 00:00:00","ruby","777"
"2019-08-01 00:00:00","swift","2526"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1998"
"2019-09-01 00:00:00","c#","7818"
"2019-09-01 00:00:00","c++","3769"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9630"
"2019-09-01 00:00:00","javascript","14819"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5533"
"2019-09-01 00:00:00","python","16841"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2546"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2471"
"2019-10-01 00:00:00","c#","8390"
"2019-10-01 00:00:00","c++","4821"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11165"
"2019-10-01 00:00:00","javascript","15927"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6031"
"2019-10-01 00:00:00","python","20388"
"2019-10-01 00:00:00","r","4377"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3090"
"2019-11-01 00:00:00","assembly","281"
"2019-11-01 00:00:00","c","2502"
"2019-11-01 00:00:00","c#","7996"
"2019-11-01 00:00:00","c++","4711"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10275"
"2019-11-01 00:00:00","javascript","15692"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6073"
"2019-11-01 00:00:00","python","20543"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7185"
"2019-12-01 00:00:00","c++","4182"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8983"
"2019-12-01 00:00:00","javascript","14256"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5222"
"2019-12-01 00:00:00","python","18047"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2651"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2044"
"2020-01-01 00:00:00","c#","7769"
"2020-01-01 00:00:00","c++","4213"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9902"
"2020-01-01 00:00:00","javascript","15967"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5884"
"2020-01-01 00:00:00","python","19908"
"2020-01-01 00:00:00","r","4132"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2888"
"2020-02-01 00:00:00","assembly","269"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7685"
"2020-02-01 00:00:00","c++","4063"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","659"
"2020-02-01 00:00:00","java","10001"
"2020-02-01 00:00:00","javascript","15689"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5644"
"2020-02-01 00:00:00","python","19967"
"2020-02-01 00:00:00","r","4668"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2753"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2474"
"2020-03-01 00:00:00","c#","7763"
"2020-03-01 00:00:00","c++","4629"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11026"
"2020-03-01 00:00:00","javascript","17509"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5648"
"2020-03-01 00:00:00","python","22590"
"2020-03-01 00:00:00","r","5113"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2904"
"2020-04-01 00:00:00","assembly","376"
"2020-04-01 00:00:00","c","3240"
"2020-04-01 00:00:00","c#","8559"
"2020-04-01 00:00:00","c++","6188"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","794"
"2020-04-01 00:00:00","java","12560"
"2020-04-01 00:00:00","javascript","20825"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6598"
"2020-04-01 00:00:00","python","27535"
"2020-04-01 00:00:00","r","6168"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3436"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3356"
"2020-05-01 00:00:00","c#","8567"
"2020-05-01 00:00:00","c++","6381"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11973"
"2020-05-01 00:00:00","javascript","21425"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6502"
"2020-05-01 00:00:00","python","29350"
"2020-05-01 00:00:00","r","6006"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3504"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2581"
"2020-06-01 00:00:00","c#","7877"
"2020-06-01 00:00:00","c++","5605"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10783"
"2020-06-01 00:00:00","javascript","19736"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5911"
"2020-06-01 00:00:00","python","27037"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","612"
"2020-06-01 00:00:00","swift","3147"
"2020-07-01 00:00:00","assembly","270"
"2020-07-01 00:00:00","c","2089"
"2020-07-01 00:00:00","c#","7782"
"2020-07-01 00:00:00","c++","5149"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10409"
"2020-07-01 00:00:00","javascript","19815"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5928"
"2020-07-01 00:00:00","python","26215"
"2020-07-01 00:00:00","r","4933"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2979"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1890"
"2020-08-01 00:00:00","c#","7043"
"2020-08-01 00:00:00","c++","4758"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9275"
"2020-08-01 00:00:00","javascript","17968"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4978"
"2020-08-01 00:00:00","python","22955"
"2020-08-01 00:00:00","r","4491"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2143"
"2020-09-01 00:00:00","c#","6437"
"2020-09-01 00:00:00","c++","3907"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8905"
"2020-09-01 00:00:00","javascript","16718"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4754"
"2020-09-01 00:00:00","python","21662"
"2020-09-01 00:00:00","r","4750"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2547"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2363"
"2020-10-01 00:00:00","c#","6173"
"2020-10-01 00:00:00","c++","4313"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8898"
"2020-10-01 00:00:00","javascript","16365"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4564"
"2020-10-01 00:00:00","python","22721"
"2020-10-01 00:00:00","r","5063"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2309"
"2020-11-01 00:00:00","assembly","373"
"2020-11-01 00:00:00","c","2686"
"2020-11-01 00:00:00","c#","5965"
"2020-11-01 00:00:00","c++","4302"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8443"
"2020-11-01 00:00:00","javascript","15460"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4598"
"2020-11-01 00:00:00","python","22085"
"2020-11-01 00:00:00","r","4803"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2155"
"2020-12-01 00:00:00","assembly","299"
"2020-12-01 00:00:00","c","2634"
